content,casefolding,text_clean,stopword,stemmed
"I have been using Duolingo from past four months. My experience is overall very good. But, two days back, there was an update in the aap, which promoted me from level 9 to 26. Because of that I missed all my lessons, there are a plenty of words that I don't know. In my lesson plan I have to go with like 5-6 lessons per level and I have been on the same level for last two days and I have done almost 10 lessons in that level... I don't know what's wrong with that update....fix it please","i have been using duolingo from past four months. my experience is overall very good. but, two days back, there was an update in the aap, which promoted me from level 9 to 26. because of that i missed all my lessons, there are a plenty of words that i don't know. in my lesson plan i have to go with like 5-6 lessons per level and i have been on the same level for last two days and i have done almost 10 lessons in that level... i don't know what's wrong with that update....fix it please", have been using duolingo from past four months my experience is overall very good but two days back there was an update in the aap which promoted me from level to because of that  missed all my lessons there are  plenty of words that  dont know in my lesson plan  have to go with like lessons per level and  have been on the same level for last two days and  have done almost lessons in that level  dont know whats wrong with that updatefix it please,using duolingo past four months experience overall good two days back update aap promoted level missed lessons plenty words dont know lesson plan go like lessons per level level last two days done almost lessons level dont know whats wrong updatefix please,use duolingo past four month experi overal good two day back updat aap promot level miss lesson plenti word dont know lesson plan go like lesson per level level last two day done almost lesson level dont know what wrong updatefix pleas
"I love it. The way Duolingo makes learning language more like a game is awesome! 🔴But I have some issues, if you are updating course please make sure it matches a users learning progress. I am learning a language, suddenly new update hits and I am getting bombarded with new, unfamiliar & hard words that I have never seen before. it is frustrating. And please add a vocabulary section, so we can review the words we have learned before.","i love it. the way duolingo makes learning language more like a game is awesome! 🔴but i have some issues, if you are updating course please make sure it matches a users learning progress. i am learning a language, suddenly new update hits and i am getting bombarded with new, unfamiliar & hard words that i have never seen before. it is frustrating. and please add a vocabulary section, so we can review the words we have learned before.", love it the way duolingo makes learning language more like  game is awesome but  have some issues if you are updating course please make sure it matches  users learning progress  am learning  language suddenly new update hits and  am getting bombarded with new unfamiliar hard words that  have never seen before it is frustrating and please add  vocabulary section so we can review the words we have learned before,love way duolingo makes learning language like game awesome issues updating course please make sure matches users learning progress learning language suddenly new update hits getting bombarded new unfamiliar hard words never seen frustrating please add vocabulary section review words learned,love way duolingo make learn languag like game awesom issu updat cours pleas make sure match user learn progress learn languag suddenli new updat hit get bombard new unfamiliar hard word never seen frustrat pleas add vocabulari section review word learn
"Great for Beginners, but Needs Pairing, duolingo is a fantastic app for starting a new language, thanks to its fun and interactive approach. However, it’s not ideal for advanced learning, as it lacks detailed grammar explanations and distinctions like formal vs. informal usage. Pairing it with YouTube lessons or a language school can help you achieve more serious goals.","great for beginners, but needs pairing, duolingo is a fantastic app for starting a new language, thanks to its fun and interactive approach. however, it’s not ideal for advanced learning, as it lacks detailed grammar explanations and distinctions like formal vs. informal usage. pairing it with youtube lessons or a language school can help you achieve more serious goals.",great for beginners but needs pairing duolingo is  fantastic app for starting  new language thanks to its fun and interactive approach however its not ideal for advanced learning as it lacks detailed grammar explanations and distinctions like formal vs informal usage pairing it with youtube lessons or  language school can help you achieve more serious goals,great beginners needs pairing duolingo fantastic app starting new language thanks fun interactive approach however ideal advanced learning lacks detailed grammar explanations distinctions like formal vs informal usage pairing youtube lessons language school help achieve serious goals,great beginn need pair duolingo fantast app start new languag thank fun interact approach howev ideal advanc learn lack detail grammar explan distinct like formal vs inform usag pair youtub lesson languag school help achiev seriou goal
"Kinda helpful. For more than a year of using this app, I just feel like I have to open the app just to do a lesson just so my streak won't be gone. Every lesson, they teach you new words without really doing a recap/review consecutively. In order to retain words, I advise that you introduce us new words but keep them in the next lessons so we can remember it.","kinda helpful. for more than a year of using this app, i just feel like i have to open the app just to do a lesson just so my streak won't be gone. every lesson, they teach you new words without really doing a recap/review consecutively. in order to retain words, i advise that you introduce us new words but keep them in the next lessons so we can remember it.",kinda helpful for more than  year of using this app  just feel like  have to open the app just to do  lesson just so my streak wont be gone every lesson they teach you new words without really doing  recapreview consecutively in order to retain words  advise that you introduce us new words but keep them in the next lessons so we can remember it,kinda helpful year using app feel like open app lesson streak wont gone every lesson teach new words without really recapreview consecutively order retain words advise introduce us new words keep next lessons remember,kinda help year use app feel like open app lesson streak wont gone everi lesson teach new word without realli recapreview consecut order retain word advis introduc us new word keep next lesson rememb
"The ads are ridiculous, the lessons are not very good. I would avoid and find a better option for passively learning. It's basically adware. has become a lot worse since I was using it 6 or 7 years ago. Also has constant screens designed to trick you into giving the app permissions to harass you with notifications that you have to be careful to avoid. terrible app with ads that last over a minute every 2 or 3 minutes","the ads are ridiculous, the lessons are not very good. i would avoid and find a better option for passively learning. it's basically adware. has become a lot worse since i was using it 6 or 7 years ago. also has constant screens designed to trick you into giving the app permissions to harass you with notifications that you have to be careful to avoid. terrible app with ads that last over a minute every 2 or 3 minutes",the ads are ridiculous the lessons are not very good  would avoid and find  better option for passively learning its basically adware has become  lot worse since  was using it or years ago also has constant screens designed to trick you into giving the app permissions to harass you with notifications that you have to be careful to avoid terrible app with ads that last over  minute every or minutes,ads ridiculous lessons good would avoid find better option passively learning basically adware become lot worse since using years ago also constant screens designed trick giving app permissions harass notifications careful avoid terrible app ads last minute every minutes,ad ridicul lesson good would avoid find better option passiv learn basic adwar becom lot wors sinc use year ago also constant screen design trick give app permiss harass notif care avoid terribl app ad last minut everi minut
"I would give more stars but constantly asks me to upgrade to the subscription based model after every lesson. One or twice a day is understandable, not every lesson! Also, it went from preschool to middle school very quickly asking me to translate words I've never learnt (yet) before, as a result I run out of hearts because I clearly don't know the answer to. So now I'm just doing old lessons, so I keep my streak, not really learning anything. Might uninstall later.","i would give more stars but constantly asks me to upgrade to the subscription based model after every lesson. one or twice a day is understandable, not every lesson! also, it went from preschool to middle school very quickly asking me to translate words i've never learnt (yet) before, as a result i run out of hearts because i clearly don't know the answer to. so now i'm just doing old lessons, so i keep my streak, not really learning anything. might uninstall later.", would give more stars but constantly asks me to upgrade to the subscription based model after every lesson one or twice  day is understandable not every lesson also it went from preschool to middle school very quickly asking me to translate words ive never learnt yet before as  result  run out of hearts because  clearly dont know the answer to so now im just doing old lessons so  keep my streak not really learning anything might uninstall later,would give stars constantly asks upgrade subscription based model every lesson one twice day understandable every lesson also went preschool middle school quickly asking translate words ive never learnt yet result run hearts clearly dont know answer im old lessons keep streak really learning anything might uninstall later,would give star constantli ask upgrad subscript base model everi lesson one twice day understand everi lesson also went preschool middl school quickli ask translat word ive never learnt yet result run heart clearli dont know answer im old lesson keep streak realli learn anyth might uninstal later
"Since the last course update about 3 days ago, my former quite positive experience of Duolingo took a nose dive. Here is what happened: + The Korean course for English speakers got improved. - The new course has a totally different vocabulary. Since you don't get a choice whether to reset your progress or not, I am at a total loss with challenges and training exercises. - The new path and lessons have missing translations and bugs.","since the last course update about 3 days ago, my former quite positive experience of duolingo took a nose dive. here is what happened: + the korean course for english speakers got improved. - the new course has a totally different vocabulary. since you don't get a choice whether to reset your progress or not, i am at a total loss with challenges and training exercises. - the new path and lessons have missing translations and bugs.",since the last course update about days ago my former quite positive experience of duolingo took  nose dive here is what happened the korean course for english speakers got improved the new course has  totally different vocabulary since you dont get  choice whether to reset your progress or not  am at  total loss with challenges and training exercises the new path and lessons have missing translations and bugs,since last course update days ago former quite positive experience duolingo took nose dive happened korean course english speakers got improved new course totally different vocabulary since dont get choice whether reset progress total loss challenges training exercises new path lessons missing translations bugs,sinc last cours updat day ago former quit posit experi duolingo took nose dive happen korean cours english speaker got improv new cours total differ vocabulari sinc dont get choic whether reset progress total loss challeng train exercis new path lesson miss translat bug
"Having started learning Portuguese for a few weeks, I now find that rather than Portuguese as spoken in Portugal, which is what I needed, I have been learning the language as spoken in Brazil. This app is very USA based as the English translations use the American version of many common words. I find this really annoying and the app doesn't seem to offer a choice between UK or US English. I am now looking for an alternative app and will have to unlearn much of what I have learnt so far.","having started learning portuguese for a few weeks, i now find that rather than portuguese as spoken in portugal, which is what i needed, i have been learning the language as spoken in brazil. this app is very usa based as the english translations use the american version of many common words. i find this really annoying and the app doesn't seem to offer a choice between uk or us english. i am now looking for an alternative app and will have to unlearn much of what i have learnt so far.",having started learning portuguese for  few weeks  now find that rather than portuguese as spoken in portugal which is what  needed  have been learning the language as spoken in brazil this app is very usa based as the english translations use the american version of many common words  find this really annoying and the app doesnt seem to offer  choice between uk or us english  am now looking for an alternative app and will have to unlearn much of what  have learnt so far,started learning portuguese weeks find rather portuguese spoken portugal needed learning language spoken brazil app usa based english translations use american version many common words find really annoying app doesnt seem offer choice uk us english looking alternative app unlearn much learnt far,start learn portugues week find rather portugues spoken portug need learn languag spoken brazil app usa base english translat use american version mani common word find realli annoy app doesnt seem offer choic uk us english look altern app unlearn much learnt far
"I really used to like Duolingo and the fact that it prioritized learning, by the choice of practicing to earn hearts, but now that it's replaced by ads, it makes it a little less fun and more annoying. It doesn't not give the same effects of making a person want to practice with all the ads. Please change it back. I know it finds Duolingos message, and I'm fine with the super Duolingo ads and all, but the random game or app ads after every lesson is what annoys me. Please change it back.","i really used to like duolingo and the fact that it prioritized learning, by the choice of practicing to earn hearts, but now that it's replaced by ads, it makes it a little less fun and more annoying. it doesn't not give the same effects of making a person want to practice with all the ads. please change it back. i know it finds duolingos message, and i'm fine with the super duolingo ads and all, but the random game or app ads after every lesson is what annoys me. please change it back.", really used to like duolingo and the fact that it prioritized learning by the choice of practicing to earn hearts but now that its replaced by ads it makes it  little less fun and more annoying it doesnt not give the same effects of making  person want to practice with all the ads please change it back  know it finds duolingos message and im fine with the super duolingo ads and all but the random game or app ads after every lesson is what annoys me please change it back,really used like duolingo fact prioritized learning choice practicing earn hearts replaced ads makes little less fun annoying doesnt give effects making person want practice ads please change back know finds duolingos message im fine super duolingo ads random game app ads every lesson annoys please change back,realli use like duolingo fact priorit learn choic practic earn heart replac ad make littl less fun annoy doesnt give effect make person want practic ad pleas chang back know find duolingo messag im fine super duolingo ad random game app ad everi lesson annoy pleas chang back
"Duolingo is no longer updating or extending the Welsh course,there is minimal support to iron out glitches which have crept in because of the lack of support. The loss of grammar notes is detrimental to those starting the course now, compared to a couple of years ago when these were available. Not worth paying for anymore. The ads are intrusive and ridiculous. When I started learning Welsh over 3 years ago it was very good indeed changes and updates have made it much more difficult for newbies.","duolingo is no longer updating or extending the welsh course,there is minimal support to iron out glitches which have crept in because of the lack of support. the loss of grammar notes is detrimental to those starting the course now, compared to a couple of years ago when these were available. not worth paying for anymore. the ads are intrusive and ridiculous. when i started learning welsh over 3 years ago it was very good indeed changes and updates have made it much more difficult for newbies.",duolingo is no longer updating or extending the welsh coursethere is minimal support to iron out glitches which have crept in because of the lack of support the loss of grammar notes is detrimental to those starting the course now compared to  couple of years ago when these were available not worth paying for anymore the ads are intrusive and ridiculous when  started learning welsh over years ago it was very good indeed changes and updates have made it much more difficult for newbies,duolingo longer updating extending welsh coursethere minimal support iron glitches crept lack support loss grammar notes detrimental starting course compared couple years ago available worth paying anymore ads intrusive ridiculous started learning welsh years ago good indeed changes updates made much difficult newbies,duolingo longer updat extend welsh coursether minim support iron glitch crept lack support loss grammar note detriment start cours compar coupl year ago avail worth pay anymor ad intrus ridicul start learn welsh year ago good inde chang updat made much difficult newbi
"I'm currently on a 1148 day streak, so have seen it change a fair bit. Recently, it has become frustrating though. From the 'cost' in gems to do a daily challenge from the leader board going from 30 to 100(!), to not being able to practice to earn hearts, to the speaking 'challenges' where you literally say the same phrase 15 times in a row. I feel the push is fully on getting you to pay for it, which I refuse to do. It really helped me when I went to Italy, but do not expect to become fluent!","i'm currently on a 1148 day streak, so have seen it change a fair bit. recently, it has become frustrating though. from the 'cost' in gems to do a daily challenge from the leader board going from 30 to 100(!), to not being able to practice to earn hearts, to the speaking 'challenges' where you literally say the same phrase 15 times in a row. i feel the push is fully on getting you to pay for it, which i refuse to do. it really helped me when i went to italy, but do not expect to become fluent!",im currently on  day streak so have seen it change  fair bit recently it has become frustrating though from the cost in gems to do  daily challenge from the leader board going from to to not being able to practice to earn hearts to the speaking challenges where you literally say the same phrase times in  row  feel the push is fully on getting you to pay for it which  refuse to do it really helped me when  went to italy but do not expect to become fluent,im currently day streak seen change fair bit recently become frustrating though cost gems daily challenge leader board going able practice earn hearts speaking challenges literally say phrase times row feel push fully getting pay refuse really helped went italy expect become fluent,im current day streak seen chang fair bit recent becom frustrat though cost gem daili challeng leader board go abl practic earn heart speak challeng liter say phrase time row feel push fulli get pay refus realli help went itali expect becom fluent
"Even though it's best for learning but there's a serious problem with the app. I started learning a language and completed many levels but after the recent update the app is getting stuck on the starting screen and then after 2-3 attempts when it finally opens, the course is changed completely. The progress remains the same but the levels that I previously completed are totally different and the next levels too are changed. It's like the difficulty level has been upgraded. All progress gone now.","even though it's best for learning but there's a serious problem with the app. i started learning a language and completed many levels but after the recent update the app is getting stuck on the starting screen and then after 2-3 attempts when it finally opens, the course is changed completely. the progress remains the same but the levels that i previously completed are totally different and the next levels too are changed. it's like the difficulty level has been upgraded. all progress gone now.",even though its best for learning but theres  serious problem with the app  started learning  language and completed many levels but after the recent update the app is getting stuck on the starting screen and then after attempts when it finally opens the course is changed completely the progress remains the same but the levels that  previously completed are totally different and the next levels too are changed its like the difficulty level has been upgraded all progress gone now,even though best learning theres serious problem app started learning language completed many levels recent update app getting stuck starting screen attempts finally opens course changed completely progress remains levels previously completed totally different next levels changed like difficulty level upgraded progress gone,even though best learn there seriou problem app start learn languag complet mani level recent updat app get stuck start screen attempt final open cours chang complet progress remain level previous complet total differ next level chang like difficulti level upgrad progress gone
"I downloaded this back in 2014 to learn Spanish. I uninstalled the app until recently because I couldn't progress in exercises where it thought my answers were wrong. now during typing exercises you can't see the last bit of the screen to type and that you have to quit and start over. not to mention the improper use of usted ustedes forms. they are for ""you"" ""you plural"" forms, not for he she or otherwise. very U.S based so very biased with the vocabulary. I do not recommend.","i downloaded this back in 2014 to learn spanish. i uninstalled the app until recently because i couldn't progress in exercises where it thought my answers were wrong. now during typing exercises you can't see the last bit of the screen to type and that you have to quit and start over. not to mention the improper use of usted ustedes forms. they are for ""you"" ""you plural"" forms, not for he she or otherwise. very u.s based so very biased with the vocabulary. i do not recommend.", downloaded this back in to learn spanish  uninstalled the app until recently because  couldnt progress in exercises where it thought my answers were wrong now during typing exercises you cant see the last bit of the screen to type and that you have to quit and start over not to mention the improper use of usted ustedes forms they are for you you plural forms not for he she or otherwise very us based so very biased with the vocabulary  do not recommend,downloaded back learn spanish uninstalled app recently couldnt progress exercises thought answers wrong typing exercises cant see last bit screen type quit start mention improper use usted ustedes forms plural forms otherwise us based biased vocabulary recommend,download back learn spanish uninstal app recent couldnt progress exercis thought answer wrong type exercis cant see last bit screen type quit start mention improp use ust usted form plural form otherwis us base bias vocabulari recommend
"Been using casually for years, and it does help with learning. Now I want to get a bit more serious I was interested in subscribing but the pricing is just crazy. Double the price if you want to pay monthly? No monthly family subscription at all so it's £180 in one go!?!?!. Get real. I'm willing to bet you'd get way more subscribers if you sorted out reasonable monthly subscriptions.","been using casually for years, and it does help with learning. now i want to get a bit more serious i was interested in subscribing but the pricing is just crazy. double the price if you want to pay monthly? no monthly family subscription at all so it's £180 in one go!?!?!. get real. i'm willing to bet you'd get way more subscribers if you sorted out reasonable monthly subscriptions.",been using casually for years and it does help with learning now  want to get  bit more serious  was interested in subscribing but the pricing is just crazy double the price if you want to pay monthly no monthly family subscription at all so its in one go get real im willing to bet youd get way more subscribers if you sorted out reasonable monthly subscriptions,using casually years help learning want get bit serious interested subscribing pricing crazy double price want pay monthly monthly family subscription one go get real im willing bet youd get way subscribers sorted reasonable monthly subscriptions,use casual year help learn want get bit seriou interest subscrib price crazi doubl price want pay monthli monthli famili subscript one go get real im will bet youd get way subscrib sort reason monthli subscript
"Great concept and it does encourage initial language learning but there are so many flaws: 1. It randomly 'completes' sections,earning you can't be sure of where you are in your learning journey. 2. The difficulty level jumps from simply speaking to needing to translate full sentences in Chinese Simplified - something they really demotivates.","great concept and it does encourage initial language learning but there are so many flaws: 1. it randomly 'completes' sections,earning you can't be sure of where you are in your learning journey. 2. the difficulty level jumps from simply speaking to needing to translate full sentences in chinese simplified - something they really demotivates.",great concept and it does encourage initial language learning but there are so many flaws it randomly completes sectionsearning you cant be sure of where you are in your learning journey the difficulty level jumps from simply speaking to needing to translate full sentences in chinese simplified something they really demotivates,great concept encourage initial language learning many flaws randomly completes sectionsearning cant sure learning journey difficulty level jumps simply speaking needing translate full sentences chinese simplified something really demotivates,great concept encourag initi languag learn mani flaw randomli complet sectionsearn cant sure learn journey difficulti level jump simpli speak need translat full sentenc chines simplifi someth realli demotiv
I am now getting really tired of losing a heart whenever autocorrect changes your answer and you get it wrong. There is also an UNBEARABLE amount of ads and the only way to stop them is to pay money. With the free 7-day trial just before you can gain the effects you have to plan your payment even before you have tried the new version. Please fix this. Occasionally when you do a long lesson you gain less than the minimum amount meaning it takes a lot longer to get into the promotion zone. Thanks,i am now getting really tired of losing a heart whenever autocorrect changes your answer and you get it wrong. there is also an unbearable amount of ads and the only way to stop them is to pay money. with the free 7-day trial just before you can gain the effects you have to plan your payment even before you have tried the new version. please fix this. occasionally when you do a long lesson you gain less than the minimum amount meaning it takes a lot longer to get into the promotion zone. thanks, am now getting really tired of losing  heart whenever autocorrect changes your answer and you get it wrong there is also an unbearable amount of ads and the only way to stop them is to pay money with the free day trial just before you can gain the effects you have to plan your payment even before you have tried the new version please fix this occasionally when you do  long lesson you gain less than the minimum amount meaning it takes  lot longer to get into the promotion zone thanks,getting really tired losing heart whenever autocorrect changes answer get wrong also unbearable amount ads way stop pay money free day trial gain effects plan payment even tried new version please fix occasionally long lesson gain less minimum amount meaning takes lot longer get promotion zone thanks,get realli tire lose heart whenev autocorrect chang answer get wrong also unbear amount ad way stop pay money free day trial gain effect plan payment even tri new version pleas fix occasion long lesson gain less minimum amount mean take lot longer get promot zone thank
"Now unusable. Over time, those running Duolingo have gone out of their way to make the user experience increasingly unpleasant so as to drive people towards their paid subscription. However, things are much worse the last day or so: it does not allow the user to log in at times, at other times it will not start a lesson and at others it won't register lesson completion. Clearly an issue contacting the server. Doing everything from phone reset to clearing cache, data and reinstalling fruitless.","now unusable. over time, those running duolingo have gone out of their way to make the user experience increasingly unpleasant so as to drive people towards their paid subscription. however, things are much worse the last day or so: it does not allow the user to log in at times, at other times it will not start a lesson and at others it won't register lesson completion. clearly an issue contacting the server. doing everything from phone reset to clearing cache, data and reinstalling fruitless.",now unusable over time those running duolingo have gone out of their way to make the user experience increasingly unpleasant so as to drive people towards their paid subscription however things are much worse the last day or so it does not allow the user to log in at times at other times it will not start  lesson and at others it wont register lesson completion clearly an issue contacting the server doing everything from phone reset to clearing cache data and reinstalling fruitless,unusable time running duolingo gone way make user experience increasingly unpleasant drive people towards paid subscription however things much worse last day allow user log times times start lesson others wont register lesson completion clearly issue contacting server everything phone reset clearing cache data reinstalling fruitless,unus time run duolingo gone way make user experi increasingli unpleas drive peopl toward paid subscript howev thing much wors last day allow user log time time start lesson other wont regist lesson complet clearli issu contact server everyth phone reset clear cach data reinstal fruitless
"Duolingo used to be a good app for learning French for free. However they have recently changed the star structure for the worst. You used to be able to earn up to 5 stars with practice sessions that counted in your daily lessons. In the last year this decreased to 1 star, then in the last month they changed it to you having to watch an advert instead. Now my lessons have decreased as I feel I am constantly watching Temu ads. Currently looking for an alternative.","duolingo used to be a good app for learning french for free. however they have recently changed the star structure for the worst. you used to be able to earn up to 5 stars with practice sessions that counted in your daily lessons. in the last year this decreased to 1 star, then in the last month they changed it to you having to watch an advert instead. now my lessons have decreased as i feel i am constantly watching temu ads. currently looking for an alternative.",duolingo used to be  good app for learning french for free however they have recently changed the star structure for the worst you used to be able to earn up to stars with practice sessions that counted in your daily lessons in the last year this decreased to star then in the last month they changed it to you having to watch an advert instead now my lessons have decreased as  feel  am constantly watching temu ads currently looking for an alternative,duolingo used good app learning french free however recently changed star structure worst used able earn stars practice sessions counted daily lessons last year decreased star last month changed watch advert instead lessons decreased feel constantly watching temu ads currently looking alternative,duolingo use good app learn french free howev recent chang star structur worst use abl earn star practic session count daili lesson last year decreas star last month chang watch advert instead lesson decreas feel constantli watch temu ad current look altern
"it's a good app but I don't like the heart system, it's a learning app and I only get 5 tries before I can't do anything. what kind of learning app prevents you from learning??? Edit: I changed my 3 star to a one star because I wanted to keep my streak alive by just doing an old lesson then I went to do it but it errored then unit 1 ""learning constance and vowels"" changed to ""order at a cafe"" outta nowhere, I lost all my hearts but thankfully I have a streak freeze. so annoying. fix your app.","it's a good app but i don't like the heart system, it's a learning app and i only get 5 tries before i can't do anything. what kind of learning app prevents you from learning??? edit: i changed my 3 star to a one star because i wanted to keep my streak alive by just doing an old lesson then i went to do it but it errored then unit 1 ""learning constance and vowels"" changed to ""order at a cafe"" outta nowhere, i lost all my hearts but thankfully i have a streak freeze. so annoying. fix your app.",its  good app but  dont like the heart system its  learning app and  only get tries before  cant do anything what kind of learning app prevents you from learning edit  changed my star to  one star because  wanted to keep my streak alive by just doing an old lesson then  went to do it but it errored then unit learning constance and vowels changed to order at  cafe outta nowhere  lost all my hearts but thankfully  have  streak freeze so annoying fix your app,good app dont like heart system learning app get tries cant anything kind learning app prevents learning edit changed star one star wanted keep streak alive old lesson went errored unit learning constance vowels changed order cafe outta nowhere lost hearts thankfully streak freeze annoying fix app,good app dont like heart system learn app get tri cant anyth kind learn app prevent learn edit chang star one star want keep streak aliv old lesson went error unit learn constanc vowel chang order cafe outta nowher lost heart thank streak freez annoy fix app
Love duolingo it's a fun way to learn any language freely without taking out a chunk of time to strictly follow a study plan. The only problem i have is the super duolingo ad after the usual ads like my joy in using the app has decreased by half because it keeps asking after every lesson for the past few days and it's annoying me to the point of wanting to quit! And when I had enough and tried to pay it says something went wrong!! I don't know why it suddenly started but I really hope it stops.,love duolingo it's a fun way to learn any language freely without taking out a chunk of time to strictly follow a study plan. the only problem i have is the super duolingo ad after the usual ads like my joy in using the app has decreased by half because it keeps asking after every lesson for the past few days and it's annoying me to the point of wanting to quit! and when i had enough and tried to pay it says something went wrong!! i don't know why it suddenly started but i really hope it stops.,love duolingo its  fun way to learn any language freely without taking out  chunk of time to strictly follow  study plan the only problem  have is the super duolingo ad after the usual ads like my joy in using the app has decreased by half because it keeps asking after every lesson for the past few days and its annoying me to the point of wanting to quit and when  had enough and tried to pay it says something went wrong  dont know why it suddenly started but  really hope it stops,love duolingo fun way learn language freely without taking chunk time strictly follow study plan problem super duolingo ad usual ads like joy using app decreased half keeps asking every lesson past days annoying point wanting quit enough tried pay says something went wrong dont know suddenly started really hope stops,love duolingo fun way learn languag freeli without take chunk time strictli follow studi plan problem super duolingo ad usual ad like joy use app decreas half keep ask everi lesson past day annoy point want quit enough tri pay say someth went wrong dont know suddenli start realli hope stop
"The app looks the same, but has a lot of ads after finishing a chapter without mistakes. If a mistake is done once, there is no ""refill hearts with practice"". Refilling hearts takes 5 hours, till that time, I could lose my streak. Whatever happened from past two years since I've uninstalled the app, it has been worse.","the app looks the same, but has a lot of ads after finishing a chapter without mistakes. if a mistake is done once, there is no ""refill hearts with practice"". refilling hearts takes 5 hours, till that time, i could lose my streak. whatever happened from past two years since i've uninstalled the app, it has been worse.",the app looks the same but has  lot of ads after finishing  chapter without mistakes if  mistake is done once there is no refill hearts with practice refilling hearts takes hours till that time  could lose my streak whatever happened from past two years since ive uninstalled the app it has been worse,app looks lot ads finishing chapter without mistakes mistake done refill hearts practice refilling hearts takes hours till time could lose streak whatever happened past two years since ive uninstalled app worse,app look lot ad finish chapter without mistak mistak done refil heart practic refil heart take hour till time could lose streak whatev happen past two year sinc ive uninstal app wors
"It's been a really good app for learning languages. It was easy and fun to learn new words. However, if you want to improve your language skills, you need something more than Duolingo. The most important disadvantage of the app is that it's getting more and more difficult to use it for free. For example, there were some functions like repeating lessons, which became parts of the subscription with the last update. It's really disappointing for me, because I can't buy a subscription.","it's been a really good app for learning languages. it was easy and fun to learn new words. however, if you want to improve your language skills, you need something more than duolingo. the most important disadvantage of the app is that it's getting more and more difficult to use it for free. for example, there were some functions like repeating lessons, which became parts of the subscription with the last update. it's really disappointing for me, because i can't buy a subscription.",its been  really good app for learning languages it was easy and fun to learn new words however if you want to improve your language skills you need something more than duolingo the most important disadvantage of the app is that its getting more and more difficult to use it for free for example there were some functions like repeating lessons which became parts of the subscription with the last update its really disappointing for me because  cant buy  subscription,really good app learning languages easy fun learn new words however want improve language skills need something duolingo important disadvantage app getting difficult use free example functions like repeating lessons became parts subscription last update really disappointing cant buy subscription,realli good app learn languag easi fun learn new word howev want improv languag skill need someth duolingo import disadvantag app get difficult use free exampl function like repeat lesson becam part subscript last updat realli disappoint cant buy subscript
"Works smoothly and the idea is good. Some languages miss many audios and no speaking excercises at all, which makes the learning more dfficult. Also, I don't like that there are fake languages like Klingon but not real ones I could use like Sardinian, Breton, Basque, Genese, etc. even though there are communities willing to make it: it's a big fault. Also, with a kinda recent update, the ""legendary"" units have NOTHING to do with rhe related review unit and no way to practice that content.","works smoothly and the idea is good. some languages miss many audios and no speaking excercises at all, which makes the learning more dfficult. also, i don't like that there are fake languages like klingon but not real ones i could use like sardinian, breton, basque, genese, etc. even though there are communities willing to make it: it's a big fault. also, with a kinda recent update, the ""legendary"" units have nothing to do with rhe related review unit and no way to practice that content.",works smoothly and the idea is good some languages miss many audios and no speaking excercises at all which makes the learning more dfficult also  dont like that there are fake languages like klingon but not real ones  could use like sardinian breton basque genese etc even though there are communities willing to make it its  big fault also with  kinda recent update the legendary units have nothing to do with rhe related review unit and no way to practice that content,works smoothly idea good languages miss many audios speaking excercises makes learning dfficult also dont like fake languages like klingon real ones could use like sardinian breton basque genese etc even though communities willing make big fault also kinda recent update legendary units nothing rhe related review unit way practice content,work smoothli idea good languag miss mani audio speak excercis make learn dfficult also dont like fake languag like klingon real one could use like sardinian breton basqu genes etc even though commun will make big fault also kinda recent updat legendari unit noth rhe relat review unit way practic content
Learning a language; this app is okay. Issues with the input screen of late as the keyboard obscures the words you are trying to type. Trialing the maths option for a possible recommendation to students I teach. unfortunately too often the answer buttons go off screen on a phone because of the graphics and so answering is a blind guess. Would not subscribe to the paid application as a result due to the poor display on the phone screen.,learning a language; this app is okay. issues with the input screen of late as the keyboard obscures the words you are trying to type. trialing the maths option for a possible recommendation to students i teach. unfortunately too often the answer buttons go off screen on a phone because of the graphics and so answering is a blind guess. would not subscribe to the paid application as a result due to the poor display on the phone screen.,learning  language this app is okay issues with the input screen of late as the keyboard obscures the words you are trying to type trialing the maths option for  possible recommendation to students  teach unfortunately too often the answer buttons go off screen on  phone because of the graphics and so answering is  blind guess would not subscribe to the paid application as  result due to the poor display on the phone screen,learning language app okay issues input screen late keyboard obscures words trying type trialing maths option possible recommendation students teach unfortunately often answer buttons go screen phone graphics answering blind guess would subscribe paid application result due poor display phone screen,learn languag app okay issu input screen late keyboard obscur word tri type trial math option possibl recommend student teach unfortun often answer button go screen phone graphic answer blind guess would subscrib paid applic result due poor display phone screen
